zone,state,lga,sector,ea,hhid,interviewer_id,wt_round7,wt_r7panel,s5q1f,s5q1f_os,s5q1g,s5q1h,s5q1h_os,s5q1i,s5q1i_os,s5q1j,s5q1k,s5q1k_os,s5q1l,s5q1m,s5q1m_os,s5q1c,s5q1d,s5q1e,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s9q4,s9q5,s9q6__1,s9q6__2,s9q6__3,s9q6__4,s9q6__5,s9q6__6,s9q6__96,s9q6_os,s9q7,s9q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240086,22,6930.137203300463,5747.260959068704,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,98,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,4. Not a threat at all,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-11T14:50:46
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240088,22,7189.417311412341,7893.582906048923,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"2. MINING, MANUFACTURING",4. As an employee for a private company or another individual (not household member),,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-10T13:38:14
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240089,22,7392.783661945427,8429.993806969138,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"1. YES, AT LEAST ONCE",4. SHOPS HAVE RUN OUT OF STOCK,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,12. USUAL PLACE OF BUSINESS CLOSED DUE TO ENDSARS PROTESTS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,1,1,0,0,0,1,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-11-08T18:13:01
6. South West,24. Lagos,2419. SHOMOLU,1. Urban,330,240090,8,7145.191024932161,6510.708896301397,5. TUBE WELL/BOREHOLE,,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),nepa,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Somewhat worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-11T08:22:16
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240112,2,6239.26022984403,5059.767328258243,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-07T20:30:10
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240113,22,6232.199325945208,6040.770144149327,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,105,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-12T12:36:09
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240116,16,9894.562568253941,10742.547744087067,4. PUBLIC TAP/STANDPIPE,,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),There is no light,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,3. About half of the time,2. Most of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,4. Not a threat at all,1. YES,2. NO,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,201,1. ENGLISH,,,0,2020-11-12T11:43:45
6. South West,24. Lagos,2405. APAPA,1. Urban,134,240119,22,6815.822360240034,6019.84052504607,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),NO MONEY TO START THE BUISNESS AGAIN,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,1. NFE TEMPORARILY CLOSED AT ROUND 6,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,1. YES,Selling of moimoi,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-12T20:24:35
6. South West,27. Ogun,2707. IFO,1. Urban,0,240123,8,4921.0112606512785,4198.04900329243,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,5. None of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,77.5,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,0,0,0,0,0,1,0,0,0,1,0,0,1. COMPLETE,4,4. YORUBA,,1. YES,0,2020-11-20T08:11:56
6. South West,24. Lagos,2413. KOSOFE,1. Urban,306,240125,22,3986.182279134148,3729.257229989264,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,97,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,1,1,0,1,0,1,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-11-08T10:26:11
6. South West,24. Lagos,2413. KOSOFE,1. Urban,306,240127,5,4730.9312979899805,4716.028828746969,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,2. Most of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. Somewhat worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-13T15:41:45
6. South West,24. Lagos,2413. KOSOFE,1. Urban,306,240129,8,3986.182279134148,3729.257229989264,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,27.5,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-17T19:17:53
6. South West,24. Lagos,2401. AGEGE,1. Urban,396,249008,18,1476.6804343903245,1733.676448757957,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,53,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,1,1,0,0,0,1,1. COMPLETE,1,6. IBIBIO,,,0,2020-11-17T10:21:05
6. South West,24. Lagos,2401. AGEGE,1. Urban,396,249011,14,1411.7564363351541,1282.9895997007466,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT ROUND 6,,3. Permanently closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,1,2020-11-09T13:32:25
6. South West,24. Lagos,2401. AGEGE,1. Urban,884,249015,5,7293.304767501196,7783.372203290459,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,2. NO,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-11T19:16:22
6. South West,24. Lagos,2401. AGEGE,1. Urban,884,249016,8,3701.4034714114555,3069.6263350851473,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,48,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-17T12:52:02
6. South West,27. Ogun,2703. ADO-ODO/OTA,1. Urban,0,249021,22,3073.3108773906174,3471.935922340468,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,3. About half of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,1,0,0,0,0,0,1,I am feeding well,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,0,0,1,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-12T16:17:37
6. South West,24. Lagos,2401. AGEGE,1. Urban,1664,249025,22,4173.535573046739,4294.447018952061,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,72,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,0,0,0,1,0,0,1,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-11T10:20:55
6. South West,24. Lagos,2401. AGEGE,1. Urban,1664,249029,22,4627.9898031209195,3838.057506535015,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,40,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,4. Not worried at all,1,0,1,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,98. DON'T KNOW,0,0,0,0,0,0,1,0,0,1,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-14T14:00:18
6. South West,24. Lagos,2401. AGEGE,1. Urban,1664,249032,22,4496.253282939425,3854.388910025085,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",4. As an employee for a private company or another individual (not household member),,65,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-09T20:44:25
6. South West,24. Lagos,2401. AGEGE,1. Urban,1664,249033,8,4173.535573046739,4294.447018952061,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),Insufficient Electricity supply to pump water,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,36,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,2. NO,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-18T12:03:44
6. South West,24. Lagos,2401. AGEGE,1. Urban,1664,249035,22,4906.905909046343,4312.08090846068,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,66,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,0,0,0,0,0,0,1,0,0,1,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-08T16:13:12
6. South West,24. Lagos,2404. AMUWO-ODOFIN,1. Urban,1342,249057,22,9837.591043668946,10041.758907792524,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,"2. NO, ALWAYS SUFFICIENT",,,1. PIPED INTO DWELLING/YARD/PLOT/  TO NEIGHBOR,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,3. THREE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-11-07T09:27:57
6. South West,24. Lagos,2404. AMUWO-ODOFIN,1. Urban,1342,249058,22,10942.432025536802,9919.071463183132,11. TANKER TRUCK/WATER VENDOR,,"2. NO, ALWAYS SUFFICIENT",,,11. TANKER TRUCK/WATER VENDOR,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,8. PUBLIC ADMINISTRATION,4. As an employee for a private company or another individual (not household member),,50,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3. Not too worried,0,0,0,0,0,1,1,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-07T16:15:15
6. South West,24. Lagos,2405. APAPA,1. Urban,152,249061,22,3026.9626653964046,3089.783786891744,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,0,0,1,0,0,1,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-11-12T08:53:36
6. South West,24. Lagos,2405. APAPA,1. Urban,152,249063,14,8036.178083612446,,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,2. NO,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,2. NO,0,2020-11-14T18:00:10
6. South West,24. Lagos,2405. APAPA,1. Urban,152,249068,22,4393.472815726734,3737.795065270473,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,7. UNPROTECTED DUG WELL,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,8. PUBLIC ADMINISTRATION,4. As an employee for a private company or another individual (not household member),,35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,96. OTHER (SPECIFY),CREDIT PURCHASE TOO MUCH,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-11-11T10:43:19
