zone,state,lga,sector,ea,hhid,pnumber_id,nbhhme,s1q13,s1q15,s1q15_os
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309037,3,1,1. YES,1. HEAD,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309037,4,,2. NO,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309039,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309039,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309039,3,,2. NO,,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309039,4,,1. YES,1. HEAD,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309044,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309044,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309044,3,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309044,4,,2. NO,,
6. South West,30. Oyo,3015. IREPO,2. Rural,0,309050,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3015. IREPO,2. Rural,0,309050,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3015. IREPO,2. Rural,0,309050,3,,2. NO,,
6. South West,30. Oyo,3015. IREPO,2. Rural,0,309050,4,103,1. YES,10. PARENT,
6. South West,30. Oyo,3015. IREPO,2. Rural,0,309050,5,102,1. YES,7. BROTHER/SISTER,
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309061,1,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309061,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309061,3,,2. NO,,
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309061,4,,2. NO,,
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309065,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3016. ISEYIN,2. Rural,198,309065,2,101,1. YES,2. SPOUSE,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309074,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309074,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309074,3,5,1. YES,3. OWN CHILD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309074,4,,2. NO,,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309075,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309075,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309075,3,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309075,4,,2. NO,,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309076,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309076,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309076,3,,2. NO,,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309077,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309077,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309081,1,2,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309081,2,,2. NO,,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309083,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309083,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309083,3,3,1. YES,3. OWN CHILD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309083,4,,2. NO,,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309084,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309084,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3020. LAGELU,2. Rural,1092,309084,3,,2. NO,,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309085,1,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309085,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309085,3,,2. NO,,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309088,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309088,2,,2. NO,,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309088,3,1,1. YES,1. HEAD,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309088,4,1,1. YES,1. HEAD,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309093,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309093,2,,2. NO,,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309096,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309096,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3021. OGBOMOSO NORTH,2. Rural,628,309096,3,,2. NO,,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309097,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309097,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309097,3,,2. NO,,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309099,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309099,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309099,3,,2. NO,,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309103,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309103,2,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309103,3,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309103,4,,2. NO,,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309105,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309105,2,101,1. YES,3. OWN CHILD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309105,3,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309105,4,,2. NO,,
6. South West,30. Oyo,3028. ORIRE,2. Rural,136,309112,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3028. ORIRE,2. Rural,136,309112,2,,2. NO,,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309126,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309126,2,2,1. YES,2. SPOUSE,
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309126,3,,2. NO,,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309137,1,1,1. YES,1. HEAD,
6. South West,30. Oyo,3026. ONA-ARA,1. Urban,72,309137,2,,2. NO,,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310071,1,,2. NO,,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310071,2,,2. NO,,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310075,1,,2. NO,,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310075,2,,2. NO,,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310075,3,,2. NO,,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310076,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3109. LANTANG NORTH,2. Rural,1026,310076,2,,2. NO,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,2,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,3,,2. NO,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,4,,2. NO,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,2,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,3,,2. NO,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,2,,2. NO,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,3,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,1,3,1. YES,6. GRANDCHILD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,2,7,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,3,,2. NO,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,4,,2. NO,,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,1,2,1. YES,1. HEAD,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,2,2,1. YES,1. HEAD,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,3,,2. NO,,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,1,3,1. YES,1. HEAD,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,2,2,1. YES,7. BROTHER/SISTER,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,3,,2. NO,,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,4,3,1. YES,1. HEAD,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310097,1,,2. NO,,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310097,2,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310097,3,,2. NO,,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,2,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,3,,2. NO,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,4,,2. NO,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,2,,2. NO,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,3,4,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,1,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,2,4,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,3,,2. NO,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,2,3,1. YES,2. SPOUSE,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,3,,2. NO,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319012,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319012,2,2,1. YES,2. SPOUSE,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319012,3,,2. NO,,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,1,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,2,,2. NO,,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,3,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,4,4,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,5,,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319034,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319034,2,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,2,2,1. YES,2. SPOUSE,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,3,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,4,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,5,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319038,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319038,2,2,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319038,3,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319039,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319039,2,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,2,2,1. YES,2. SPOUSE,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,3,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,2,4,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,3,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,4,,2. NO,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,5,,2. NO,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319056,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319056,2,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319056,3,,2. NO,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,1,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,2,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,3,,2. NO,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,1,,2. NO,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,2,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319061,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319061,2,2,1. YES,2. SPOUSE,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319061,3,2,1. YES,2. SPOUSE,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319061,4,,2. NO,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319065,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319065,2,,2. NO,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319065,3,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,2,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,3,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,4,3,1. YES,3. OWN CHILD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,5,,2. NO,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,6,,2. NO,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319070,7,,2. NO,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319072,1,1,1. YES,1. HEAD,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319072,2,,2. NO,,
1. North Central,31. Plateau,3117. WASE,2. Rural,1288,319083,1,,2. NO,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,1,,2. NO,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320001,2,2,1. YES,2. SPOUSE,
4. South East,14. Enugu,1404. ENUGU NORTH,1. Urban,0,320007,1,2,1. YES,2. SPOUSE,
4. South East,14. Enugu,1404. ENUGU NORTH,1. Urban,0,320007,2,1,1. YES,1. HEAD,
4. South East,14. Enugu,1404. ENUGU NORTH,1. Urban,0,320007,3,,2. NO,,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,1,1,1. YES,1. HEAD,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,2,2,1. YES,2. SPOUSE,
4. South East,16. Imo,1625. OWERRI MUNICIPAL,1. Urban,0,320010,3,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,1,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,2,2,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,3,4,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320051,4,,2. NO,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,4712,320055,3,,2. NO,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,3,6,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320057,4,,2. NO,,
5. South South,32. Rivers,3215. OBIO AKPOR,2. Rural,0,320077,1,6,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3215. OBIO AKPOR,2. Rural,0,320077,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3215. OBIO AKPOR,2. Rural,0,320077,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,0,320181,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,1,2,1. YES,7. BROTHER/SISTER,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,3,4,1. YES,7. BROTHER/SISTER,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,128,320184,4,,2. NO,,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320185,1,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3215. OBIO AKPOR,1. Urban,0,320185,2,,2. NO,,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,1,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329002,3,,2. NO,,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329005,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329005,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329005,3,2,1. YES,8. NIECE/NEPHEW,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,1420,329005,4,,2. NO,,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,0,329011,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3203. AHOADA WEST,2. Rural,0,329011,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,3,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329014,4,,2. NO,,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329018,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329018,2,,2. NO,,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329023,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329023,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329023,3,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3205. ANDONI,2. Rural,846,329023,4,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329028,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329031,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329031,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329031,3,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329035,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329035,2,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329036,1,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329036,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,622,329036,3,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329037,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329037,2,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329037,3,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329040,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329040,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329040,3,2,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329040,4,,2. NO,,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329041,1,301,1. YES,14. OTHER RELATION (SPECIFY),COUSIN
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329041,2,301,1. YES,14. OTHER RELATION (SPECIFY),COUSIN
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329048,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329048,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3206. ASARI-TORU,1. Urban,1646,329048,3,,2. NO,,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329050,1,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329050,2,1,1. YES,1. HEAD,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329050,3,,2. NO,,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329053,1,2,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329053,2,2,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329053,3,,2. NO,,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329053,4,,2. NO,,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329053,5,,2. NO,,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329058,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329058,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329058,3,,2. NO,,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329059,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329059,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329059,3,5,1. YES,10. PARENT,
5. South South,32. Rivers,3212. GOKANA,2. Rural,450,329059,4,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329061,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329061,2,3,1. YES,3. OWN CHILD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329061,3,5,1. YES,9. BROTHER/SISTER-IN-LAW,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329061,4,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329063,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329063,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329063,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329063,4,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329067,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329067,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329067,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329070,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329070,2,2,1. YES,2. SPOUSE,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329070,3,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,282,329070,4,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329073,1,1,1. YES,1. HEAD,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329073,2,,2. NO,,
5. South South,32. Rivers,3213. IKWERRE,2. Rural,1358,329075,1,1,1. YES,1. HEAD,
