zone,state,lga,sector,ea,hhid,baseline_date,interviewer_id,wt_round2,s2q0a,s2q0b,s5q1e,s5q1f,s5q1f_os,s5q1a,s5q1a1,s5q1a1_os,s5q1b,s5q1b1,s5q1b1_os,s5q1c,s5q1d,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q6,s5q7__1,s5q7__2,s5q7__3,s5q7__4,s5q7__5,s5q7__6,s5q7__7,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q8d__1,s6q8d__2,s6q8d__3,s6q8d__4,s6q8e,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q12,s6q13,s6q14,s6q14_os,s6q15__1,s6q15__2,s6q15__3,s6q15__4,s6q15__5,s6q15__6,s6q15__96,s6q15_os,s6q15a,s6q15b__1,s6q15b__2,s6q15b__3,s6q15b__4,s6q15b__5,s6q15b__6,s6q15b__96,s6q15b_os,s6q16,s6q17,s6q18_1,s6q18_2,s6q18_3,s6q18_os,s6q19,s6q20__1,s6q20__2,s6q20__3,s6q20__4,s6q20__5,s6q20__6,s6q20__7,s6q20__96,s6q20_os,s6q21a__1,s6q21a__2,s6q21a__3,s6q21a__4,s6q21a__5,s6q21a__6,s6q21a__7,s6q21a__8,s6q21a__96,s6q21a_os,s6q21b__1,s6q21b__2,s6q21b__3,s6q21b__4,s6q21b__5,s6q21b__6,s6q21b__7,s6q21b__8,s6q21b__96,s6q21b_os,s6q22__1,s6q22__2,s6q22__3,s6q22__4,s6q22__5,s6q22__6,s6q22__96,s6q22_os,s6q23,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10a,s12q10_os,s12q11,s12q14
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1044,10067,May 02,1,7621.918294401357,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,96. OTHER (SPECIFY),NO MONEY FOR THE BUSINESS.,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1020. CASSAVA,1080. MAIZE,9999. OTHER CROP (SPECIFY),OKORO,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,0,0,0,0,0,0,1,1,0,0,1,1,1. COMPLETE,2,1. ENGLISH,,,0,2020-06-05T16:12:28
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1044,10069,April 29,6,10423.1420794719,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1020. CASSAVA,1124. YAM,9999. OTHER CROP (SPECIFY),three leaf yam,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,13,5. IGBO,,,0,2020-06-13T16:25:18
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,560,10071,May 05,2,3687.9458069306847,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1020. CASSAVA,1080. MAIZE,9999. OTHER CROP (SPECIFY),cucumber,1. YES,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-10T19:56:40
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,560,10077,April 29,15,5453.565438218673,2. NO,2. NO,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),DISTANCE TOO FAR,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),1. YES,,,,25,2. Same number of hours,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1080. MAIZE,1020. CASSAVA,1060. GROUND NUT/PEANUTS,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,Had other engagements,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,0,0,0,0,0,1,1,0,0,1,1,1. COMPLETE,2,1. ENGLISH,,,1,2020-06-13T15:53:15
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,560,10079,May 04,2,5789.067385632516,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,96. OTHER (SPECIFY),old age and he is now in more remote area thus lesser revenues,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1020. CASSAVA,,,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-03T17:51:25
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10091,April 20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-06-12T14:44:57
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,April 20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-06-15T13:50:21
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,April 20,6,6211.139417053169,2. NO,1. YES,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,6. I have not been in public during the last 7 days,1. All of the time,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1020. CASSAVA,1124. YAM,9999. OTHER CROP (SPECIFY),vegetable,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,1,0,1,1. COMPLETE,5,1. ENGLISH,,,0,2020-06-12T07:21:51
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,April 20,15,13508.92850109167,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,1,1,1,1,0,0,,1. YES,0,0,0,1,0,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),1. YES,,,,60,2. Same number of hours,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,1. YES,1. Open,,,4. CONSTRUCTION,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1. YES,1,1,0,1,1,1,0,,1. YES,,1020. CASSAVA,1090. MELON/EGUSI,1080. MAIZE,,1. YES,0,0,1,0,0,0,0,1,USED FERTILIZER THIS SEASON,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,0,2020-06-12T15:12:56
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,May 05,15,11332.374889516575,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,1,1,1,1,0,0,0,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,4. CONSTRUCTION,4. As an employee for a private company or another individual (not household member),2. NO,1. Full normal payment,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,6,3. Fewer hours,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,1. YES,1. Open,,,4. CONSTRUCTION,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1. YES,1,1,0,1,0,0,0,,1. YES,,1124. YAM,1020. CASSAVA,1080. MAIZE,,1. YES,1,0,0,0,0,0,0,1,LACK OF MONEY TO PURCHASE,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-06-06T09:25:54
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,April 20,2,14828.299591431189,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,96. OTHER (SPECIFY),lack of capital,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,1,1,0,,1. YES,,1020. CASSAVA,9999. OTHER CROP (SPECIFY),1080. MAIZE,tree leave yam (una),1. YES,0,1,0,0,0,0,0,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,1,0,0,1,0,0,0,0,0,0,1,1. COMPLETE,3,5. IGBO,,,1,2020-06-08T10:48:56
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,April 27,15,7035.83051140537,2. NO,1. YES,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,1,0,1,1,1,0,1,0,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,2. NO,,,,,,1. YES,1. APPLY TO PROSPECTIVE EMPLOYERS,,,,,,,,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,1. YES,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,,1. YES,1,1,0,0,1,0,0,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-06-11T16:43:05
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,April 20,2,8900.844964334568,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-07T13:20:07
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,April 27,2,8350.624373476881,2. NO,1. YES,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,2. NO,2. NO,,,,96. OTHER (SPECIFY),due to demolition,2. NO,,,,,,,,,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,1. YES,1. Open,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,0,1,0,,1. YES,,9999. OTHER CROP (SPECIFY),1080. MAIZE,1020. CASSAVA,ugu,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,2,2020-06-10T20:22:47
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,April 26,2,10037.232539917735,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,1,0,1,0,1,1,0,0,,2. NO,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-07T11:54:37
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,May 04,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-06-16T20:34:13
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,April 24,15,20314.875443233697,2. NO,2. NO,"1. YES, AT LEAST ONCE",10. CANNOT AFFORD IT,,2. NO,7. CANNOT AFFORD IT,,2. NO,10. CANNOT AFFORD IT,,2. Most of the time,2. Most of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,1,0,0,,1. YES,,1020. CASSAVA,,,,1. YES,0,0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,0,0,1,1,0,0,0,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,1,2020-06-16T21:01:07
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,April 30,6,8164.681803435816,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),no money to start now,,,,,,,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,1,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-09T08:28:42
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,April 30,15,14438.255549445892,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Time is not much,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),2. NO,3. No payment,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",4. No revenue from sales,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,0,0,1,0,0,1,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-03T12:00:18
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,April 25,6,11746.12010832473,2. NO,2. NO,"1. YES, AT LEAST ONCE",10. CANNOT AFFORD IT,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),no consutors now,,,,,,,,,"2. MINING, MANUFACTURING",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,1. YES,1,1,1,1,1,0,0,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-07T18:36:06
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,April 25,6,9872.907093606216,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,0,0,0,1,0,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,,,1. YES,4,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,2,5. IGBO,,,0,2020-06-08T17:47:12
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,April 25,6,9690.632850206848,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),no consumers to buy the food,,,,,,,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-10T15:51:15
