zone,state,lga,sector,ea,hhid,source_cd,s7q1
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,1876,280090,8. PENSION,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,0,280111,8. PENSION,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280116,8. PENSION,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2813. ODIGBO,2. Rural,612,280120,8. PENSION,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289001,8. PENSION,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289002,8. PENSION,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,0,289003,8. PENSION,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289006,8. PENSION,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289010,8. PENSION,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2801. AKOKO NORTH EAST,1. Urban,760,289011,8. PENSION,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289017,8. PENSION,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289019,8. PENSION,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289020,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289020,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289020,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289020,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289020,8. PENSION,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289022,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289022,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289022,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289022,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2805. AKURE NORTH,2. Rural,498,289022,8. PENSION,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289028,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289028,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289028,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289028,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289028,8. PENSION,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289034,4. REMITTANCES FROM ABROAD,1. YES
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289034,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289034,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289034,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289034,8. PENSION,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289035,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289035,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289035,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289035,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2808. IDANRE,2. Rural,1494,289035,8. PENSION,2. NO
6. South West,29. Osun,2901. ATAKUMOSA EAST,1. Urban,0,289040,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2901. ATAKUMOSA EAST,1. Urban,0,289040,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2901. ATAKUMOSA EAST,1. Urban,0,289040,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2901. ATAKUMOSA EAST,1. Urban,0,289040,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2901. ATAKUMOSA EAST,1. Urban,0,289040,8. PENSION,2. NO
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289043,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289043,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289043,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289043,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2811. ILEOLUJI/OKEIGBO,2. Rural,390,289043,8. PENSION,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289050,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289050,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289050,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289050,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289050,8. PENSION,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289055,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289055,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289055,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289055,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289055,8. PENSION,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289056,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289056,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289056,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289056,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289056,8. PENSION,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289058,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289058,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289058,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289058,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289058,8. PENSION,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289059,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289059,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289059,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289059,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2814. OKITIPUPA,1. Urban,662,289059,8. PENSION,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289081,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289081,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289081,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289081,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289081,8. PENSION,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289082,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289082,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289082,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289082,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289082,8. PENSION,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289097,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289097,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289097,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289097,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289097,8. PENSION,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289098,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289098,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289098,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289098,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,28. Ondo,2816. ONDO WEST,1. Urban,2146,289098,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290002,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290002,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290002,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290002,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290002,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290006,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290006,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290006,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290006,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2930. OSOGBO,1. Urban,530,290006,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,0,290009,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,0,290009,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,0,290009,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,0,290009,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,0,290009,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290032,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290032,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290032,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290032,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290032,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290034,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290034,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290034,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290034,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290034,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290036,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290036,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290036,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290036,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290036,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290038,4. REMITTANCES FROM ABROAD,1. YES
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290038,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290038,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290038,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290038,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290039,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290039,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290039,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290039,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290039,8. PENSION,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290040,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290040,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290040,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290040,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2930. OSOGBO,1. Urban,1300,290040,8. PENSION,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290043,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290043,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290043,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290043,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290043,8. PENSION,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290049,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290049,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290049,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290049,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290049,8. PENSION,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290050,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290050,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290050,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290050,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2909. EGBEDORE,2. Rural,220,290050,8. PENSION,2. NO
6. South West,28. Ondo,2806. AKURE SOUTH,1. Urban,0,290075,4. REMITTANCES FROM ABROAD,2. NO
6. South West,28. Ondo,2806. AKURE SOUTH,1. Urban,0,290075,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,28. Ondo,2806. AKURE SOUTH,1. Urban,0,290075,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,28. Ondo,2806. AKURE SOUTH,1. Urban,0,290075,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,28. Ondo,2806. AKURE SOUTH,1. Urban,0,290075,8. PENSION,2. NO
6. South West,29. Osun,2905. BOLOWADURO,1. Urban,1096,290078,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2905. BOLOWADURO,1. Urban,1096,290078,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2905. BOLOWADURO,1. Urban,1096,290078,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2905. BOLOWADURO,1. Urban,1096,290078,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
6. South West,29. Osun,2905. BOLOWADURO,1. Urban,1096,290078,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290082,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290082,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290082,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290082,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290082,8. PENSION,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290083,4. REMITTANCES FROM ABROAD,2. NO
6. South West,29. Osun,2910. EJIGBO,1. Urban,350,290083,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
