zone,state,lga,sector,ea,hhid,interviewer_id,wt_round6,wt_r6panel,s2q0a,s2q0b,s3aq1,s3aq2,s3aq3,s3aq4,s3aq5,s3aq6__1,s3aq6__2,s3aq6__3,s3aq7,s3aq8__1,s3aq8__2,s3aq8__3,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,filter,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s9aq1,s9aq2,s9aq3__1,s9aq3__2,s9aq3__3,s9aq3__4,s9aq3__5,s9aq3__6,s9aq3__96,s9aq3_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299030,8,12812.572641120185,14587.406120026746,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,98,998. DON'T KNOW,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,101,4. YORUBA,,1. YES,0,2020-10-10T13:41:16
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299032,5,9537.438831678834,13772.28124733907,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,70,70,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-14T17:33:32
6. South West,29. Osun,2928. ORIADE,1. Urban,322,299036,5,6997.7968981850945,6446.047959218746,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,42.5,42.5,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-10T16:15:14
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300011,14,14447.919471669944,12932.338844811067,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,60,61,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,2. NO,1,2020-10-13T20:20:45
6. South West,30. Oyo,3020. LAGELU,1. Urban,0,300014,5,19214.646927876423,21403.113646019505,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,7. ILL WITH ANOTHER DISEASE,,2. NO,,,,,,1. YES,1,1,1,1,1,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-10-13T16:36:36
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300016,14,11004.186229376948,10992.866155523929,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,8. PUBLIC ADMINISTRATION,5. As an employee for the government,,40,40,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1,1,1,1,0,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,2. NO,0,2020-10-19T10:49:50
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300018,22,14447.919471669944,12932.338844811067,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,48,48,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,1,1,1,1,1,1,0,0,0,1,1,1. COMPLETE,2,4. YORUBA,,1. YES,1,2020-10-12T10:03:29
6. South West,30. Oyo,3007. IBADAN NORTH EAST,1. Urban,1624,300019,8,13320.74901173344,12592.792158243508,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,0,0,0,0,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-16T14:40:03
6. South West,30. Oyo,3021. OGBOMOSO NORTH,1. Urban,0,300020,5,10883.601828853982,11466.221067674776,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,2. WITHIN ONE MONTH,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-13T16:49:13
6. South West,30. Oyo,3012. IBARAPA EAST,2. Rural,334,300037,22,30715.891185884153,38291.24195994333,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",35,35,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-10-11T16:01:55
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300094,5,1257.438481693821,1420.5733290167516,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,0,1,1,0,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-14T13:34:52
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300095,22,2287.509194533439,3144.097823516656,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,24,24,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-12T09:46:00
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300098,14,980.9381396168777,979.9290425374351,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,5. As an employee for the government,,40,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,2. NO,0,2020-10-17T21:03:46
6. South West,30. Oyo,3005. EGBEDA,1. Urban,0,300099,5,1098.4467142460635,1082.1563338646672,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,36,36,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,0,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,0,1,0,1,0,1,1,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-10-11T14:14:45
6. South West,30. Oyo,3005. EGBEDA,1. Urban,2942,300100,8,1096.5661823865107,1283.327279690555,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,77,77,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,0,0,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,4. YORUBA,,1. YES,1,2020-10-11T10:38:10
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300135,22,15913.451067710135,23942.579365431608,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,77,77,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,1,1,1,0,0,0,,0,1,1,1,1,1,1,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-10-10T10:01:00
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1310,300138,14,13308.868723666918,14147.326930028656,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,0,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,30,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-11T18:47:18
6. South West,30. Oyo,3002. AKINYELE,1. Urban,0,300139,14,12889.969052354918,13272.398549139114,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,45,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T19:47:18
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300146,22,6700.567110783118,6059.801632665501,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,79,79,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,1. YES,Firewood seller,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-10-12T19:38:33
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300148,4,6362.525339696348,6473.341188288478,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,70,70,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,1. ENGLISH,,,1,2020-10-17T19:31:36
6. South West,30. Oyo,3002. AKINYELE,1. Urban,1264,300149,8,7045.823397999,7959.919269113573,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,60,60,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,0,2020-10-10T09:48:29
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300175,5,34347.528264828274,45054.4629473414,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",2,4,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,1,0,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-15T17:22:17
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300176,5,15324.770711763244,24170.043678160106,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,72,72,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,96. OTHER (SPECIFY),Goods are too expensive,1. YES,1,1,1,1,0,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-09T14:13:38
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300177,22,15925.96163548905,19853.72479472574,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,21,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-11T16:38:52
6. South West,30. Oyo,3023. OGO OLUWA,2. Rural,622,300178,22,11049.477604252781,15087.95982684534,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,77,77,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-11T14:24:13
6. South West,30. Oyo,3005. EGBEDA,1. Urban,3648,309001,8,22076.709804373393,22731.69857795736,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,30,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-10T13:00:53
6. South West,30. Oyo,3005. EGBEDA,1. Urban,3648,309006,21,21391.389385022776,,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",14,14,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,1,0,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,1. ENGLISH,,,0,2020-10-14T09:51:15
6. South West,30. Oyo,3005. EGBEDA,1. Urban,3648,309009,22,23545.36305969085,25878.00531319827,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,0,1,1,1,0,0,1,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-09T15:44:21
6. South West,30. Oyo,3005. EGBEDA,1. Urban,3648,309010,22,27075.127401428403,23588.542496646143,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,12. NOT FARMING SEASON,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,27,60,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-12T08:36:32
6. South West,30. Oyo,3006. IBADAN NORTH,1. Urban,520,309016,22,20008.418438655146,29610.75111972361,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. As an employee for a private company or another individual (not household member),,18.9,21.5,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,1,1,0,1,1,1,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,1,2020-10-12T09:21:05
6. South West,30. Oyo,3006. IBADAN NORTH,1. Urban,520,309019,5,15265.326917535798,16601.49915823742,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,35,35,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,101,1. ENGLISH,,,0,2020-10-17T18:03:13
6. South West,30. Oyo,3006. IBADAN NORTH,1. Urban,520,309022,5,29286.773031717395,30636.44590391467,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-10T16:33:36
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309027,22,41920.51729403125,51419.04701765908,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",18,54,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-10-14T14:47:23
6. South West,30. Oyo,3011. IBARAPA CENTRAL,2. Rural,306,309036,5,45817.76170790253,68234.55955487562,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,45,52,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-10T14:42:52
6. South West,30. Oyo,3013. IBARAPA NORTH,1. Urban,282,309037,14,36400.34331635149,35407.893695685496,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,4. CONSTRUCTION,1. In your own non-farm business,,48,48,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,0,0,0,1,0,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-10-16T18:46:34
