zone,state,lga,sector,ea,hhid,indiv,wt_employ_r5,wt_employ_r5_pp_panel,wt_employ_r5_ph_panel,respondent,s6q0a,s6q0c,s6q1_1,s6q1a_1,s6q1b_1,s6q1c_1,s6q1c_1_os,s6q1d_1,s6q3a_1,s6q3b_1,s6q3b_1_os,s6q6_1,s6q6a_1,s6q5a_1,s6q8b1_1,s6q8c1_1
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,3,6480.051402474042,9663.55774669103,8620.968498003494,2. NO,2. NO,1,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),HE IS WRITING EXAMS,1. In their own non-farm business,,,,,,,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,4,6900.551967187485,8541.976915921681,7861.927387352678,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,6,7934.02972906129,8611.5887258003,8312.16924720768,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,24
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310081,10,6480.051402474042,9663.55774669103,8620.968498003494,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,24
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,1,17960.963270593267,17329.897816744848,17292.53186495395,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,12
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,10,13938.756351478714,15129.11359638594,14603.083911407291,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",21,21
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310084,103,11384.360876957566,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",34,18
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,1,26085.59514673258,28326.517531688638,27937.371405151887,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,2,26656.551180595285,28932.996655495608,27927.014710868374,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,3,23184.298895922337,28699.116668128485,26414.303567764146,2. NO,2. NO,1,1. YES,,,,,,,,,"6. As an apprentice, trainee, intern",,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",63,63
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310085,4,23184.298895922337,28699.116668128485,26414.303567764146,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,"1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,3,11362.289394849444,16944.33159277436,15116.228692383222,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,8
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,4,12099.605939151486,14977.722813397773,13785.306416286809,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,8
1. North Central,31. Plateau,3112. MIKANG,2. Rural,350,310086,7,13911.732523373981,15099.781957687605,14574.772115184596,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",10,10
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,2,31092.20338427468,29999.76668451428,29935.082527254646,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,36
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,3,24129.365495312406,26189.991587633227,25279.382189622815,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",14,12
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,4,19707.454352733756,29389.29205178987,26218.51781698735,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,30
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,5,19707.454352733756,,26218.51781698735,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,36
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,6,19707.454352733756,29389.29205178987,26218.51781698735,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,36
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,101,21549.050045274023,,,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,36
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310094,201,23612.539191358428,,,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,36
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,2,10826.108177806193,11750.648070652074,11342.085489406292,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",18,18
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,3,9668.399567506967,11554.103340072266,10789.367909596296,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",18,18
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,4,12103.35162846832,14750.756215273232,13868.857235796571,2. NO,2. NO,3,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",2,2
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,13,12103.35162846832,14750.756215273232,13868.857235796571,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",66,66
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,101,8842.131914878633,,,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",1,8
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,102,8842.131914878633,,,2. NO,2. NO,3,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2,998. DON'T KNOW
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310095,201,9415.911539845447,,,2. NO,2. NO,3,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310097,2,24725.775096972637,26837.33403239413,25904.216948118992,2. NO,2. NO,4,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,"1. AGRICULTURE, HUNTING, FISHING",40,40
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310097,4,20194.566829957177,,26866.565349376415,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,1,19897.27357133153,21606.57886012332,21309.750403828908,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,6
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,2,20332.780920850128,22069.182108153884,21301.850642359233,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,16
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,4,17684.255816163284,21890.785791515267,20148.002042032527,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,16
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,5,16606.62614355254,24765.095328512227,22093.219937580772,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",4,4
1. North Central,31. Plateau,3116. SHENDAM,2. Rural,1344,310099,6,16606.62614355254,24765.095328512227,22093.219937580772,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,16
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,1,23855.312152866434,25904.638714241388,25548.764053556264,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",30,30
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,2,24377.45222046859,26459.264695792914,25539.292842582727,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",28,28
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,3,21202.07279521702,26245.381130033053,24155.91644986926,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",28,28
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,4,19910.077078660153,29691.458854360935,26488.084218347096,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,5,21202.07279521702,26245.381130033053,24155.91644986926,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319006,8,24377.45222046859,26459.264695792914,25539.292842582727,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",28,28
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,2,37278.31960427326,42692.14477899526,41429.79496767397,2. NO,2. NO,4,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,"1. AGRICULTURE, HUNTING, FISHING",10,15
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,3,34487.680536672524,47065.046433037176,46352.81721563222,2. NO,2. NO,4,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319007,4,32314.54135034098,48189.962857027844,42990.80758871139,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",36,36
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,1,31103.608882906403,33775.611304417325,33311.606214634536,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",48,48
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,2,31784.3981486566,34498.757138600165,33299.25723173795,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,3,27705.41184745982,37809.34161868469,37237.177776671146,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",66,66
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319008,4,25959.63726296298,38713.034541364505,34536.33330410885,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,1,16529.042442991555,19752.83118631075,18445.443722673263,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",60,60
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,2,20691.823023299934,25217.81126711766,23710.12164791842,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,3,20691.823023299934,25217.81126711766,23710.12164791842,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319009,4,16097.39030693481,19926.454733223614,18340.056610076947,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319012,1,18249.02370227933,21808.273876079813,20364.84211684323,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",20,24
1. North Central,31. Plateau,3102. BASSA (PLATEAU),2. Rural,14,319012,2,20434.189067257215,22179.250418977677,21408.091947820165,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",24,24
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,1,37470.84646088999,40689.83602755041,40130.84419024379,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,18
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,2,38291.000486912584,41561.0174593742,40115.96723998995,2. NO,2. NO,1,2. NO,1. YES,2. WITHIN ONE MONTH,4. TEMPORARILY LAID OFF/LEAVE OF ABSENCE (FURLOUGHED),,1. In their own non-farm business,,,,,,,,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,3,33377.00256520466,45549.31358334028,44860.02175372416,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,4,31273.849466242067,46638.002001491586,41606.28586323259,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,5,33303.25796079462,41225.05881830765,37943.02210823834,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",998. DON'T KNOW,998. DON'T KNOW
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,6,33303.25796079462,41225.05881830765,37943.02210823834,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",18,18
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319027,201,33377.00256520466,,,2. NO,1. YES,,1. YES,,,,,,,,,"6. As an apprentice, trainee, intern",,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",54,54
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319034,1,37308.45793318618,44585.01900019468,41634.054940556976,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,7. NEED TO CARE FOR ILL RELATIVE,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319034,2,46704.46043612433,56920.27557381041,53517.200354649925,2. NO,2. NO,1,2. NO,1. YES,1. WITHIN ONE WEEK,7. NEED TO CARE FOR ILL RELATIVE,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,31. Plateau,3110. LANTANG SOUTH,2. Rural,334,319034,7,36334.1561479868,,41396.18086705512,2. NO,2. NO,1,2. NO,1. YES,1. WITHIN ONE WEEK,7. NEED TO CARE FOR ILL RELATIVE,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,1,53703.293289267625,51816.40712162908,51704.68289849988,1. YES,,,1. YES,,,,,,,,,5. As an employee for the government,,,9,9
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,3,36328.37226320298,49577.02289042585,48826.7802604785,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",3,6
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,5,36328.37226320298,49577.02289042585,48826.7802604785,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",3,6
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,7,34039.2473318566,50761.97885092511,45285.33196999756,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,66
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,8,60004.0333,69442.216,67927.239,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,9,60004.0333,69442.216,67927.239,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319037,101,60004.0333,,,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319038,1,43380.12236025613,47084.74575953198,45447.63901025732,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",40,998. DON'T KNOW
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319038,2,37729.476560118244,46704.13603996005,42985.895402128685,2. NO,1. YES,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",72,72
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319038,3,37729.476560118244,46704.13603996005,42985.895402128685,2. NO,1. YES,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),The rain was too much that is why she could not go to farm.,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319039,1,50825.34812126167,55191.57629000582,54433.36137330501,1. YES,,,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,40,40
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319039,2,51937.80267787705,56373.24427275177,54413.18232086691,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",20,20
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,1,38564.77296148424,52629.02004040988,51832.5919351173,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,,62,62
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,2,49462.20226456645,60281.227041198246,56677.21163796158,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,3,38479.5662710197,47632.64857429895,43840.486581087825,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319042,102,36134.727854639066,,,2. NO,2. NO,1,2. NO,2. NO,,,,,1. YES,1. APPLY TO PROSPECTIVE EMPLOYERS,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,1,60004.0333,69442.216,67927.239,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",48,48
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,2,40221.216490949584,46062.43027709044,44700.425616272994,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",42,42
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,3,42688.632536236844,46334.20332701268,44723.19246212847,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",42,42
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,5,48838.48201385637,66649.4640385281,65640.86638038789,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,6,48838.48201385637,66649.4640385281,65640.86638038789,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",42,42
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,9,45761.06951717068,68242.47376505173,60879.87798860007,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",72,72
1. North Central,31. Plateau,3111. MANGU,2. Rural,1128,319048,10,37128.059420483834,45959.66062001902,42300.68965282074,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319056,1,21402.05170725174,29207.199257513526,28765.210515414517,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",36,12
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319056,2,27449.730132679437,,31453.79891928758,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",6,6
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319056,101,21354.765081269335,,,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,1,,,,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",40,40
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,2,11280.143578376405,12918.327003148921,12536.349294148107,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",36,36
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,3,9778.141020590505,14581.926058748306,13008.70015866887,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,4. CONSTRUCTION,36,36
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319058,4,9778.141020590505,14581.926058748306,13008.70015866887,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",24,24
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,1,13084.231916891285,17855.94082078941,17585.72919410135,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",30,30
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,2,16781.50487742078,20452.17679952498,19229.408720089043,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,5,20455.78023433719,20708.971040600052,20749.48098152,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,101,16781.50487742078,,,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,998. DON'T KNOW
1. North Central,31. Plateau,3113. PANKSHIN,2. Rural,870,319059,102,16781.50487742078,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",998. DON'T KNOW,998. DON'T KNOW
