zone,state,lga,sector,ea,hhid,shock_cd,shock_cd_os,s10q1,s10q3__1,s10q3__6,s10q3__7,s10q3__8,s10q3__9,s10q3__11,s10q3__12,s10q3__13,s10q3__14,s10q3__15,s10q3__16,s10q3__17,s10q3__18,s10q3__19,s10q3__20,s10q3__21,s10q3__96,s10q3_os
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279053,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279057,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Reduced quantity bought
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6. South West,27. Ogun,2712. IKENNE,2. Rural,356,279059,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279061,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,6. Nonfarm business closure,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,11. Fall in the price of farming/business output,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279065,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279073,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279082,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WE ARE DOING THE LITTKE BY OURSELVES
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2716. ODEDA,2. Rural,44,279083,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279087,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279089,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279090,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,5. Job loss,,1. YES,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,6. Nonfarm business closure,,1. YES,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279092,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279095,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1048,279096,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,5. Job loss,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,depending on available resourses
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279097,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,5. Job loss,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,THEY WERE REPORTED TO ELDERS IN THE COMMUNITY
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,11. Fall in the price of farming/business output,,1. YES,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,12. Increase in price of major food items consumed,,1. YES,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279101,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,5. Job loss,,1. YES,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279103,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279104,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,managing
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SAGAMU,1. Urban,1836,279105,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Reduced quantity bought
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2706. EWEKORO,2. Rural,362,279112,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI-OWODE,2. Rural,864,279118,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
